"symbol","timestamp","content","Positive","Negative","Neutral"
"TOL","2021-07-13 16:01:17+00:00","Bear Forecasts July 13, 2021 08:57:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $CLX : 0.02 $LEVI : -0.34 $HGEN : 1.79 $LAC : -1.90 $AEM : 2.98 $NVTA : -1.12 $LOGI : 1.45 $SAVA : 6.32 $TECL : 3.43 $TOL : -1.39",0.03174927830696106,0.059228215366601944,0.9090225100517273
"TOL","2021-07-13 16:06:28+00:00","Bear Forecasts July 13, 2021 09:02:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $LEVI : -0.24 $LAC : -2.03 $HGEN : 1.43 $NVTA : -1.35 $AEM : 3.09 $LOGI : 1.72 $CLX : -0.01 $SAVA : 6.06 $TOL : -1.35 $TECL : 3.27",0.032692085951566696,0.05399366095662117,0.9133142828941345
"TOL","2021-07-13 16:11:41+00:00","Bear Forecasts July 13, 2021 09:07:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $NVTA : -1.47 $SAVA : 6.55 $HGEN : 1.43 $URI : 0.03 $LOGI : 1.87 $AEM : 2.99 $TOL : -1.30 $TAN : 0.48 $ALGN : 0.28 $MCD : 0.58",0.03174470365047455,0.06285946816205978,0.9053958058357239
"TOL","2021-07-14 19:02:52+00:00","$TOL bought one",0.18194176256656647,0.015289228409528732,0.8027690052986145
"TOL","2021-07-16 12:15:03+00:00","LosingStreak5 $TOL $54.00 -0.61% -3.91% -13.10% -2.16% 33.38 $TUP $20.62 0.00% -6.91% -17.39% -35.01% 34.04 $UAA $20.08 0.00% -5.90% -9.35% -12.43% 39.21 $VFC $79.76 0.00% -3.98% 0.61% -2.13% 43.46 $WMB $25.56 0.00% -4.27% -7.46% 5.97% 37.58",0.03578290715813637,0.06279191374778748,0.9014251828193665
"TOL","2021-07-16 18:15:13+00:00","LosingStreak5 $TNL $55.40 -1.91% -5.65% -13.51% -10.56% 32.92 $TOL $53.92 -0.75% -4.06% -13.23% -2.30% 33.13 $TUP $20.01 -2.96% -9.66% -19.83% -36.94% 31.25 $TWO $6.37 -0.62% -13.10% -12.86% -14.73% 22.86 $UAA $19.26 -4.08% -9.75% -13.05% -16.01% 33.29",0.03280765190720558,0.0837378203868866,0.8834545612335205
"TOL","2021-07-19 15:01:44+00:00","$LEN $TOL green while 4DJI -800 $HCDI red ?? gap fill imo and @HarborCustomDev needs to take advantage of the need for addicts to get a fix and for the perma short Bahamian RATS to cover",0.23441287875175476,0.010939585976302624,0.7546475529670715
"TOL","2021-07-19 16:57:13+00:00","$TOL positive 🤠 Probably just jinxed it",0.1085827648639679,0.5187530517578125,0.372664213180542
"TOL","2021-07-20 10:37:47+00:00","fellas, I can't help sharing with you a real pearl! @CurrySwap is going to get you to the Moon, because it's… 💸 absolutely trustworthy 💸 modern and technological 💸 highly beneficial 💸 extremely user-friendly $shib $ksp $comp $neo $wspp $dash $xdc $x $godl $tol $usdc $kcs",0.575371503829956,0.010598991997539997,0.41402947902679443
"TOL","2021-07-21 22:02:00+00:00","S&amp;P real estate sector at new highs. Any good lagging names in the sector? Check $TOL Been around forever, strong earnings, pays a dividend. PE 13 Muy bueno",0.9308483600616455,0.015897784382104874,0.05325392633676529
"TOL","2021-07-22 16:59:22+00:00","Bear Forecasts July 22, 2021 09:55:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TMO : 0.66 $TAL : -3.94 $OLED : -1.18 $CRSR : -1.79 $TOL : 2.11 $BKNG : -0.50 $QFIN : -4.16 $FVRR : -1.09 $VAC : -0.19 $FDX : -0.14",0.040028709918260574,0.06768745183944702,0.8922837972640991
"TOL","2021-07-22 17:05:01+00:00","Bear Forecasts July 22, 2021 10:01:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $RH : 0.46 $CRSR : -1.65 $TMO : 0.70 $TAL : -3.75 $TOL : 1.94 $BKNG : -0.50 $EL : 0.69 $QFIN : -4.12 $BE : -2.15 $VAC : -0.07",0.038739338517189026,0.07314041256904602,0.8881202340126038
"TOL","2021-07-22 17:10:38+00:00","Bear Forecasts July 22, 2021 10:06:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TAL : -3.36 $TOL : 1.71 $FDX : -0.01 $BKNG : -0.44 $FITB : -2.19 $SAVA : 6.11 $BE : -2.02 $VAC : -0.11 $QFIN : -4.34 $LMT : 0.20",0.038061078637838364,0.07610023766756058,0.8858386874198914
"TOL","2021-07-25 14:13:19+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $50 and $60: $BJ $BNDX $CAH $CARR $CMCSA $CSCO $DGRO $DRE $FAST $KO $MAS $MRVL $NSA $NUAN $PAGS $PHM $PLAN $SPLG $TOL $UDR $VTIP $ZI",0.12846863269805908,0.02392015978693962,0.8476111888885498
"TOL","2021-07-30 13:32:44+00:00","Got into $TOL - Toll Brothers @ 58.78",0.0891822800040245,0.02406420186161995,0.8867535591125488
"TOL","2021-07-30 16:53:32+00:00","Several homebuilder names look like they want higher $HOV $GRBK $MTH $TOL $LEN $PHN $KBH",0.6105140447616577,0.019521642476320267,0.36996427178382874
"TOL","2021-08-01 12:48:58+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $50 and $60: $ADM $BK $BNDX $CARR $CG $CMCSA $EWL $IGSB $QGEN $SEE $ST $TOL $USO $VTIP",0.1044706329703331,0.024861430749297142,0.8706679344177246
"TOL","2021-08-02 14:53:12+00:00","Parted ways with $TOL @ 59.30  ▲ 0.857%",0.04010321572422981,0.22070197761058807,0.7391948103904724
"TOL","2021-08-03 19:06:45+00:00","Homebuilder names still looking strong as many consolidate: $HOV $TOL $PHM $KBH $LEN - long $NAIL",0.8484724760055542,0.018473537638783455,0.1330539882183075
"TOL","2021-08-04 14:18:18+00:00","Bear Forecasts August 04, 2021 07:14:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TOL : -1.02 $MXIM : -5.43 $ASAN : 0.91 $LAC : 0.36 $SHEN : -1.22 $SCHW : 1.17 $TGTX : 0.64 $DDM : 0.46 $JEF : 0.66 $OMF : 0.04",0.03360017389059067,0.09489261358976364,0.8715072274208069
"TOL","2021-08-06 16:00:07+00:00","👍 BEST 10 CRYPTO %24h 1️⃣ $HYN Hyperion +1,001.53 2️⃣ $LONG Longdrin +162.98 3️⃣ $ACH AlchemyP +159.57 4️⃣ $EDDA EDDASwap +136.93 5️⃣ $CVAG CryptoVi +113.10 6️⃣ $FIS Stafi +105.11 7️⃣ $TOL Tolar +85.81 8️⃣ $CSPR CasperNe +68.10 9️⃣ $RBY Rubycoin +67.62 🔟 $OBOT Obortech +63.70",0.07472753524780273,0.0199261587113142,0.9053463339805603
"TOL","2021-08-06 22:00:06+00:00","👍 BEST 10 CRYPTO %24h 1️⃣ $LIT Lition +582.78 2️⃣ $ETG Ethereum +343.94 3️⃣ $ACH AlchemyP +188.00 4️⃣ $EDDA EDDASwap +135.89 5️⃣ $WG0 WrappedG +103.28 6️⃣ $TOL Tolar +86.98 7️⃣ $CSPR CasperNe +73.08 8️⃣ $BUILD BUILDFin +72.91 9️⃣ $NAOS NAOSFina +66.86 🔟 $PRT Portion +61.45",0.07674072682857513,0.01756846345961094,0.9056908488273621
"TOL","2021-08-07 04:00:07+00:00","👍 BEST 10 CRYPTO %24h 1️⃣ $OST OST +343.69 2️⃣ $CHG ChargCoi +208.23 3️⃣ $WG0 WrappedG +146.53 4️⃣ $EDDA EDDASwap +141.64 5️⃣ $ACH AlchemyP +104.39 6️⃣ $CSPR CasperNe +91.43 7️⃣ $TOL Tolar +87.18 8️⃣ $REL Relevant +64.22 9️⃣ $OBOT Obortech +63.83 🔟 $PRT Portion +61.77",0.06947524845600128,0.020628368481993675,0.9098964333534241
"TOL","2021-08-07 10:00:11+00:00","👍 BEST 10 CRYPTO %24h 1️⃣ $OST OST +158.22 2️⃣ $CSPR CasperNe +140.24 3️⃣ $ACH AlchemyP +124.65 4️⃣ $WG0 WrappedG +124.49 5️⃣ $TOL Tolar +119.46 6️⃣ $PEPECASH PepeCash +116.07 7️⃣ $DDX DerivaDA +70.93 8️⃣ $BADGER BadgerDA +70.70 9️⃣ $WOM WOMProto +69.99 🔟 $PRT Portion +60.12",0.06140622869133949,0.021045757457613945,0.9175479412078857
"TOL","2021-08-07 16:39:30+00:00","👇𝔻𝕀𝕊ℂ𝕆ℝ𝔻 𝕀ℕ 𝔹𝕀𝕆👇 👇𝔻𝕀𝕊ℂ𝕆ℝ𝔻 𝕀ℕ 𝔹𝕀𝕆👇 $INTU $TOL $CPRI $JWN $TH $HPQ $ULTA $VEEV $WSM $WDAY $BURL $DELL $SOL $SAFM $A $PLAB $VSAT $TD $PSTG $AFYA $SKY $AMAT $DE $FL $PANW $PLUS $DECK $ROST $MAXN $VFC $BAH $BKE $SVM $DSX $ROLL $FLO $AINV $ENS $HWKN $REDU",0.483214795589447,0.040677666664123535,0.47610753774642944
"TOL","2021-08-08 10:00:12+00:00","👎 WORST 10 CRYPTO %24h 1️⃣ $BASE BaseProt -36.80 2️⃣ $UDO Unido -34.71 3️⃣ $DINO Jurassic -30.71 4️⃣ $TOL Tolar -29.57 5️⃣ $SPACE SpaceTok -25.77 6️⃣ $WG0 WrappedG -23.21 7️⃣ $LMT LympoMar -23.81 8️⃣ $ZNN Zenon -22.51 9️⃣ $OST OST -22.39 🔟 $PEPECASH PepeCash -22.78",0.05355074256658554,0.023444589227437973,0.923004686832428
"TOL","2021-08-08 18:25:30+00:00","Paul Torres-Cohen $TOL",0.06631093472242355,0.017578324303030968,0.9161107540130615
"TOL","2021-08-10 12:30:02+00:00","First out// $TOL: Toll Brothers' Website to Broadcast Its August 25, 2021 Third Quarter 2021 Earnings Conference Call Live at 8:30 a.m.",0.037625961005687714,0.01789337582886219,0.9444806575775146
"TOL","2021-08-11 20:44:20+00:00","Bulls jump back into homebuilder stocks after a spring slump. Wed.: Beazer $BZH +4.8% Toll $TOL +3.9 Pulte $PHM +3.6 KBHome $KBH +3.6 Meritage $MTH +3.5 Hovnanian $HOV +3.4 Horton $DHI +2.9 $XHB builder ETF +2.3 $NVR +2.1 S&amp;P 500 +0.3",0.12131010740995407,0.08088615536689758,0.7978037595748901
"TOL","2021-08-13 01:40:32+00:00","🚀💹💰 Big Cap Stocks for Short Term Trading 🚀💹💰 BUY List - $CAR $CRMT $DHI $FCX $GILD $PHM $TOL  WATCH List - $ALGT $ALK   #stock #trading #stockmarket #options",0.026623981073498726,0.033146634697914124,0.9402293562889099
"TOL","2021-08-13 03:00:42+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $60 and $70: $ACM $ADM $CPRI $EDIT $GDS $HIG $LPX $MAS $MET $SO $TOL $XLU",0.10391684621572495,0.017093895003199577,0.8789892792701721
"TOL","2021-08-15 17:48:45+00:00","🚀💹💰 Big Cap Stocks for Short Term Trading 🚀💹💰 BUY List - $CAR $CRMT $DHI $FCX $GILD $HRI $JNJ $SNOW $TOL $UFPI $WIT  WATCH List - $EBAY   #stock #trading #stockmarket #options",0.03660076484084129,0.02643619105219841,0.9369630813598633
"TOL","2021-08-16 19:07:13+00:00","WinningStreak5 $PW $42.50 0.36% 6.92% 8.12% 14.31% 64.03 $QSR $65.32 0.02% 3.19% 2.33% -2.41% 51.84 $ROCK $73.36 0.38% 3.79% 1.65% -5.10% 51.60 $TNET $91.10 0.51% 4.81% 25.41% 19.73% 85.70 $TOL $61.21 0.25% 6.34% 12.66% 3.01% 64.68 $VZ $55.91 0.06% 1.42% -1.14% -4.29% 51.67",0.044729847460985184,0.07346225529909134,0.8818079233169556
"TOL","2021-08-16 23:43:33+00:00","Tomrrow’s #watchlist for #NYSE, #NASDAQ between $60 and $70: $ADM $CMS $DXJ $EVRG $GIS $JEPI $K $LNT $MAS $MDLZ $PEG $RBA $SO $SPLV $SPYG $TECL $TOL $XEL $XLU $YNDX",0.19207938015460968,0.021949442103505135,0.7859711647033691
"TOL","2021-08-17 14:09:36+00:00","#Homebuilder confidence fell in August on affordability, labor, and cost concerns.  The sector is getting hit hard, $TOL -3.6% $KBH -4.3%",0.007306775543838739,0.9744723439216614,0.01822091080248356
"TOL","2021-08-17 17:07:09+00:00","DailyDown5 $SXC $6.92 -5.01% -8.17% 4.14% -3.29% 45.07 $TME $7.79 -12.72% -26.69% -33.46% -46.57% 17.69 $TOL $58.22 -5.16% -0.12% 9.19% -5.69% 49.24 $TUP $22.60 -8.13% -9.24% 13.68% -15.26% 48.43 $UAA $23.54 -5.80% -8.08% 22.22% 6.81% 54.52",0.037706367671489716,0.0626947209239006,0.8995989561080933
"TOL","2021-08-17 21:37:06+00:00","DailyDown5 $TOL $58.20 -5.20% -0.15% 9.15% -5.72% 49.16 $TUP $22.70 -7.72% -8.84% 14.19% -14.89% 48.95 $UAA $23.66 -5.34% -7.63% 22.82% 7.33% 55.45 $UAVS $3.41 -9.31% -19.19% -13.67% -16.01% 32.19",0.03967345878481865,0.050703875720500946,0.9096226096153259
"TOL","2021-08-19 15:32:39+00:00","$XTRM I’ve got my ask set to $1+ dollar. Once all is aligned. $XTRM All I need is hard work, grit, dedication and I’m in. Grind grind grind.  $PHM $TOL",0.18018421530723572,0.018184978514909744,0.8016307950019836
"TOL","2021-08-20 16:00:45+00:00","What late summer doldrums? Keep an eye on earnings next week from $JD $PANW $BBY $MDT $AAP $JWN $INTU $TOL $URBN $DKS $CRM $WSM $ULTA $NTAP $ADSK $GES $SNOW $BOX $DG $DLTR $SJM $ANF $HAIN $DELL $HPQ $GPS $VMW $WDAY $MRVL $PTON $OLLI $BIG. And don't forget Fed/Jackson Hole!",0.05362163111567497,0.05732183903455734,0.8890565037727356
"TOL","2021-08-20 16:24:54+00:00","Bear Forecasts August 20, 2021 09:20:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $DOCU : -1.19 $EAT : 1.11 $TOL : 0.81 $YETI : 1.04 $LOVE : -0.64 $ALK : 0.94 $CAR : -2.92 $AAP : -0.07 $AXON : 1.42 $TROW : -0.39",0.04341283068060875,0.06642557680606842,0.8901616334915161
"TOL","2021-08-20 16:36:28+00:00","Bear Forecasts August 20, 2021 09:32:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $PCTY : 1.20 $CAR : -2.85 $TOL : 0.87 $SI : 4.03 $RCL : 1.42 $MPWR : 1.34 $ALK : 0.82 $ZH : 12.61 $STAA : -6.57 $EAT : 1.24",0.035453926771879196,0.06600604951381683,0.8985400199890137
"TOL","2021-08-20 16:42:21+00:00","Bear Forecasts August 20, 2021 09:38:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $CAR : -3.03 $BRZU : 3.87 $SI : 3.90 $AAP : 0.08 $PCTY : 1.20 $HLT : 2.95 $TOL : 1.09 $RCL : 1.41 $NTR : 3.30 $CZR : 2.45",0.029910113662481308,0.06670904159545898,0.903380811214447
"TOL","2021-08-20 21:35:07+00:00","#WallStreet 🇺🇸 Some #earnings for the week: $JD, $BBY, $AAP, $JWN, $TOL, $DKS, $CRM, $SNOW, $DG, $DLTR, $PTON, $WDAY, $GPS, $BIG, $HIBB",0.04298541694879532,0.04749799519777298,0.9095165729522705
"TOL","2021-08-21 18:50:05+00:00","MON: $JD - $PANW TUE: $BBY $AAP - $JWN $URBN $TOL WED: $DKS $EXPR - $CRM $SNOW $ULTA $SPLK $WSM THU: $ANF $DG $DLTR $COTY $BURL - $PTON $GPS $WDAY  FRI: $BIG $HIBB",0.2683984935283661,0.03643089905381203,0.6951705813407898
"TOL","2021-08-22 15:12:51+00:00","Earnings list for the week so be aware of holding these stocks unless you're absolutely sure they've smashed their earnings $JD $PANW $MSGE $FINV $GSM $MDT $INTU $PDD $BNS $BMO $BBY $HEI $TOL $JWN $VNET $CRM $RY $SNOW $DKS $TD $DELL $VMW $CM $MRVL $DLTR $BILL $GPS $BZ $BIG $HIBB",0.09962111711502075,0.10643462836742401,0.7939441800117493
"TOL","2021-08-22 21:45:00+00:00","Reporting earnings this week: Monday - $JD Tuesday - $BBY $AAP $INTU $BNS $JWN $BMO $URBN $MDT $TOL  Wednesday - $CRM $SNOW $DKS $EXPR $SPLK $BOX $ULTA Thursday - $PTON $XPEV $COTY $WDAY $MOMO $DG $DLTR $GPS $HPQ $DELL $BILL $TD $BURL Friday - $BIG $HIBB",0.06587453186511993,0.10539206117391586,0.8287333250045776
"TOL","2021-08-22 21:46:16+00:00","Earnings this week: Monday - $JD Tuesday - $BBY $AAP $INTU $BNS $JWN $BMO $URBN $MDT $TOL  Wednesday - $CRM $SNOW $DKS $EXPR $SPLK $BOX $ULTA Thursday - $PTON $XPEV $COTY $WDAY $MOMO $DG $DLTR $GPS $HPQ $DELL $BILL $TD $BURL Friday - $BIG $HIBB",0.07343496382236481,0.0876837745308876,0.838881254196167
"TOL","2021-08-22 22:32:34+00:00","#WallStreet 🇺🇸 Some #earnings this week: Tomorrow - $JD Tuesday - $BBY $AAP $INTU $BNS $JWN $BMO $URBN $MDT $TOL  Wednesday - $CRM $SNOW $DKS $EXPR $SPLK $BOX $ULTA Thursday - $PTON $XPEV $COTY $WDAY $MOMO $DG $DLTR $GPS $HPQ $DELL $BILL $TD $BURL Friday - $BIG $HIBB",0.06429945677518845,0.07223694026470184,0.8634636402130127
"TOL","2021-08-23 03:17:17+00:00","This is still a busy earnings week. I'll be watching many of the retailers and Toll Brothers, the home builder. Key report from Peloton as well. And if you're following the ags, you will want to watch Titan Machinery's report. $TOL $URBN $GPS $PTON $TITN",0.038505665957927704,0.025888217613101006,0.9356061220169067
