time,rawContent
2021-08-25 08:23:01+00:00,Odd set of earnings out today and tomorrow. Here are a few of them Wednesday:  $SNOW $CRM $ADSK $ULTA $WSM $PSTG $BOX $SPLK Thursday:  $DELL $VMW $WDAY $DG $MRVL $PTON $HP $XPEV $DLTR $SJM $GPS
2021-08-25 14:40:47+00:00,$SPX #stocks $DG $DLTR and $SJM and #midcap #stocks $ANF and $MOMO highlight the names set to report #earnings Thursday before market open #trading
2021-08-25 16:00:07+00:00,Tomorrows top estimated earners: $SAFM : 6.37 $DG : 2.57 $MOMO : 2.2 $DELL : 2.03 $SJM : 1.84
2021-08-25 22:36:24+00:00,Largest stocks that report earnings tomorrow $TD $DELL VMWare $VMW Workday $WDAY Dollar General $DG Canadian Imperial $CM Marvell $MRVL HP $HPQ Peloton $PTON XPeng $XPEV Dollar Tree $DLTR Burlington $BURL Bili $BLL Smucker $SJM Gap $GPS $COTY Ollie's $OLLI Lancaster $LANC $SAFM
2021-08-26 01:58:13+00:00,Large Cap earnings tomorrow: Workday $WDAY Dollar General $DG Canadian Imperial $CM Marvell $MRVL HP $HPQ Peloton $PTON XPeng $XPEV Dollar Tree $DLTR Burlington $BURL Bili $BLL Smucker $SJM Gap $GPS $COTY Ollie's $OLLI Lancaster $LANC $SAFM
2021-08-26 11:08:05+00:00,J.M. Smucker cuts FY22 adjusted EPS view to $8.25 - $8.65 from $8.70 - $9.10 $SJM
2021-08-26 11:43:56+00:00,$SJM 8.25 to 8.65 EPS FY22 gives this a 15 forward multiple.
2021-08-26 14:18:10+00:00,Worst performing large cap stocks in today's early trading Dollar Tree $DLTR Burlington $BURL Autodesk $ADSK Dollar General $DG Doximity $DOCS IronSource $IS Gap $GPS Five Below $FIVE Pentair $PNR Smucker $SJM Ross $ROST Vipshop $VIPS Illumina $ILMN $TJX $SONY China Petro $SNP
2021-08-26 16:32:27+00:00,"""As a result, we now anticipate ongoing cost #inflation  and supply disruption to persist beyond our previous expectations and through the remainder of the fiscal year."" $SJM"
2021-08-26 16:33:22+00:00,"""Macroeconomic factors have continued to evolve, creating incremental supply chain uncertainty around the availability of labor and transportation, and multiple extreme weather events have impacted key commodities important to our business,"" $SJM"
2021-08-26 16:52:51+00:00,Smucker down 3% after earnings. Made myself a PB &amp; J sandwich for lunch. $SJM still lower.
2021-08-27 00:15:28+00:00,The J. M. Smucker Company $SJM held an earnings call on 8/26/2021. Here are the highlights:
2021-08-27 10:58:03+00:00,$SJM Credit Suisse analyst Robert Moskow maintains JM Smucker with a Neutral and lowers the price target from $130 to $125.
2021-08-27 11:02:11+00:00,J.M. Smucker price target lowered to $132 from $140 at Deutsche Bank $SJM
2021-08-27 11:52:00+00:00,$SJM Morgan Stanley analyst Pamela Kaufman maintains JM Smucker with a Underweight and lowers the price target from $126 to $117.
2021-08-27 11:52:06+00:00,$SJM Deutsche Bank analyst Faiza Alwy maintains JM Smucker with a Hold and lowers the price target from $140 to $132.
2021-08-27 15:50:38+00:00,"Bear Forecasts August 27, 2021 08:46:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $CROX : 0.71 $GDS : -4.31 $SJM : 1.03 $KBH : 2.10 $CVNA : -1.45 $CAKE : 2.50 $CHGG : 1.79 $BOX : 3.04 $KOPN : 1.94 $CPRI : 0.26"
2021-08-27 15:56:03+00:00,"Bear Forecasts August 27, 2021 08:52:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $SYK : 0.59 $CROX : 0.93 $BOIL : -1.60 $GDS : -4.32 $KBH : 2.14 $SJM : 1.16 $CVNA : -1.74 $CAKE : 2.50 $BOX : 3.03 $RDHL : 2.16"
2021-08-27 16:10:30+00:00,"Bear Forecasts August 27, 2021 09:06:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TEAM : 1.48 $KOPN : 2.36 $DHI : 1.33 $CAKE : 2.54 $CVNA : -1.48 $SJM : 1.03 $DELL : -3.32 $CF : 1.04 $LSPD : 4.00 $AUPH : -1.45"
2021-08-27 20:24:41+00:00,"Bought 10 Shares of $T at $26.92. Also, opened a new position and bought 7 shares of $SJM at $122.43"
2021-08-30 20:23:20+00:00,Bought 1 Share of $SJM at $122.28
2021-08-30 21:40:04+00:00,Paul Torres-Cohen $SJM
2021-08-31 11:51:14+00:00,3/5 - Reversal Soon?? $ACVA $ATNF $CGNT $EVGOW $FUV $GNCA $GRWG $GURE $HVBC $IMRX $ISUN $LCID $LMNR $NBN $PYPD $SMFR $STIM $TBPH $TOMZ $VEV $WISH $ATAQ $BAP $BOAC $BSN $CHPT $CXM $KO $NUO $PCN $QUAD $RGS $RRD $SJM $SNII $UP $VTN $WEBR $WWR
2021-09-01 21:46:38+00:00,Bought 2 Shares of $SJM at $122.03
2021-09-03 18:36:09+00:00,New position for my dividend growth portfolio: $SJM 10 shares @ $120.86 $39.60 annual dividend income starting yield 3.28%
2021-09-07 16:36:05+00:00,"Bear Forecasts September 07, 2021 09:31:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $CMI : -1.76 $MSI : 0.92 $FANG : -1.12 $SJM : -0.32 $ZBRA : -0.72 $GENI : -2.76 $UUUU : 3.10 $AVB : -0.57 $GNRC : -3.16 $DDS : -2.19"
2021-09-07 16:53:44+00:00,"Bear Forecasts September 07, 2021 09:49:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TECL : -0.19 $AVB : -0.58 $BEKE : 10.94 $DELL : -0.57 $SJM : 0.01 $GNRC : -2.85 $EQIX : 0.59 $KSU : -0.71 $CPE : 2.07 $MVST : 12.11"
2021-09-07 20:23:16+00:00,Bought 4 Shares of $SJM at an average cost of $119.28
2021-09-08 12:37:10+00:00,LosingStreak5 $QRVO $182.00 -0.37% -3.21% -6.68% -1.49% 39.29 $SBH $17.04 0.00% -8.34% -9.65% -14.97% 31.68 $SBUX $115.70 -0.08% -1.52% -2.81% 3.31% 45.15 $SJM $119.64 0.00% -3.26% -6.46% -14.43% 28.11 $ST $57.28 0.00% -3.21% -2.04% -6.05% 41.48
2021-09-09 20:21:08+00:00,￼💰10 Dividend Growth Stocks￼ 💰 $O ￼🏠 $HD ￼🛠 $WM ￼♻️ $NEE ￼☀️ $IBM 🔵 $SJM ￼🥜 $LMT ￼🛫 $MCD ￼🍔 $ABBV ￼💊 $COST ￼🛒
2021-09-13 03:02:43+00:00,"Top 4 stocks to watch for the week: $ALLY, $BC, $BRG, $SJM, all may climb w/in 10, 10, 17, 11, days up to 2.1%, 1.2%, 5.7%, 1.9%, respectively.  When the fall is triggered, then they all may fall w/in 16, 13, 5, 18, days down to 0.4%, -0.1%, 1.3%, -1.7%, respectively.🙂"
2021-09-19 12:56:01+00:00,"Tomorrow's #watchlist for #NYSE, #NASDAQ between $100 and $150: $AMN $AN $ASAN $BPMC $INMD $KMX $LSPD $NTRA $PWR $SJM $SPT $TWST $U"
2021-09-22 13:36:06+00:00,"$GIS Pet: ""On a 2-year compound growth basis, first-quarter organic net sales were up 13 percent. The Blue Buffalo brand continued to drive strong retail sales growth and market share gains in measured channels in the quarter."" $SJM $NESN $CL"
2021-09-23 20:01:09+00:00,Bought 1 Share of $SJM at $119.78
2021-09-26 19:00:00+00:00,11 stocks to watch with the price of #coffee on the rise!☕ $SBUX | $LKNCY | $SJM | $QSR $KDP | $SWP | $SPP | $AEG $JVA | $NEXE | $MUSH #Trading
2021-09-27 20:03:03+00:00,Bought 2 Shares of $SJM at $119.11
2021-09-29 17:28:28+00:00,"Bear Forecasts September 29, 2021 10:24:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MSTR : 0.39 $EW : -0.07 $LSPD : -4.18 $AUPH : 1.17 $WSM : -0.18 $SJM : 2.09 $IYR : 0.42 $VMC : -1.05 $IGV : -0.71 $EMR : -0.12"
2021-09-29 17:39:59+00:00,"Bear Forecasts September 29, 2021 10:35:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $CIEN : -0.49 $LSPD : -3.58 $PWR : -0.31 $AUPH : 0.87 $WSM : -0.16 $SJM : 1.97 $VMC : -0.57 $CHGG : -2.16 $EMR : -0.01 $ALT : -14.58"
2021-10-01 20:02:22+00:00,"Big buying day! Bought 20 shares of $WBA at an average cost of $46.55, 5 shares of $KR at $39.18, and 1 share of $SJM at $119.78"
2021-10-04 08:04:41+00:00,JM Smucker Co - $SJM 💰 QUOTE $SJM was DOWN ⬇ on Fri Oct 01 Closed at 119.69 USD for a -0.28% loss from previous close 📉 📉 📉 📊 ANALYSIS JM Smucker Co should be nationalized ☭ ☭ ☭
2021-10-06 21:13:04+00:00,"Tomorrow's #watchlist for #NYSE, #NASDAQ between $100 and $150: $AFG $CDAY $DTE $DUK $DVY $ICE $JAZZ $LYV $NBIX $PAYX $RNR $SJM"
2021-10-09 11:03:25+00:00,JM Smucker Co - $SJM 💰 QUOTE $SJM was DOWN ⬇ on Fri Oct 08 Closed at 121.63 USD for a -0.17% loss from previous close 📉 📉 📉 📊 ANALYSIS JM Smucker Co should be nationalized ☭ ☭ ☭
2021-10-20 11:55:43+00:00,"Another very special Q from Nespresso. Despite all the competition from private label in Europe &amp; elsewhere, people are still happy paying a premium. Sales grew a very healthy +11%. Terrific $SBUX $SJM"
2021-10-21 11:10:31+00:00,Paul Torres-Cohen $SJM
2021-10-22 20:33:00+00:00,$SJM - declares dividend and authorizes additional shares for future repurchase  - board of directors approved a $0.99 per share dividend on common shares  - board of directors increased company's share repurchase authorization by 5 mln common shares
2021-10-22 20:33:05+00:00,J.M. Smucker boosts share buyback authorization by 5M shares $SJM
2021-10-22 23:04:33+00:00,JM Smucker Co - $SJM 💰 QUOTE $SJM was UP ⬆ on Fri Oct 22 Closed at 122.97 USD for a 0.96% gain from previous close 📈 📈 📈 📊 ANALYSIS JM Smucker Co should be nationalized ☭ ☭ ☭
2021-10-23 09:15:25+00:00,Paul Torres-Cohen $SJM
2021-10-26 08:35:25+00:00,Empresas con: ⬆️ Safe div ⬇️ Deuda (Net debt to Capital) 📈 Dividendo ➕ 10yr aumentando div - $SJM (J. M. Smucker Company) - $ATO (Atmos Energy) - $JNJ  - $BHB (Bar Harbor Bankshares) - $AFL (Aflac) - $MDT (Medtronic) - $HRL (Hormel Foods)
2021-10-27 09:02:50+00:00,JM Smucker Co - $SJM 💰 QUOTE $SJM was UP ⬆ on Tue Oct 26 Closed at 124.70 USD for a 1.27% gain from previous close 📈 📈 📈 📊 ANALYSIS JM Smucker Co should be nationalized ☭ ☭ ☭
2021-10-29 02:59:07+00:00,"$SJM J. M. Smucker declares $0.99 dividend, increases buyback authorization by 5M shares"
2021-11-02 06:04:29+00:00,JM Smucker Co - $SJM 💰 QUOTE $SJM was UP ⬆ on Mon Nov 01 Closed at 123.62 USD for a 0.62% gain from previous close 📈 📈 📈 📊 ANALYSIS JM Smucker Co should be nationalized ☭ ☭ ☭
2021-11-03 17:47:57+00:00,"Bear Forecasts November 03, 2021 10:43:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $BYD : 3.25 $BKKT : -0.95 $INSG : 4.82 $PNC : 1.17 $RCII : 3.19 $HAS : -0.16 $K : 0.85 $SJM : 1.10 $CMPS : -1.24 $RDW : 6.07"
2021-11-07 22:45:10+00:00,Paul Torres-Cohen $SJM
2021-11-08 19:47:21+00:00,$SJM 130c 11/19 @ 0.40 HIGH CONFIDENCE SWING TRADE🚨 with @moneymotive888
2021-11-08 22:07:58+00:00,We killed it today with $DUK and $SJM! Show some gains 🤑
2021-11-09 11:34:12+00:00,J.M. Smucker upgraded to Buy at Guggenheim amid better execution $SJM
2021-11-09 11:42:52+00:00,$FIVN u/g BUY @ Truist  11/09/2021 06:23:47 AM  $SJM u/g BUY @ Guggenheim  11/09/2021 06:24:20 AM  $EXPE pt 190 @ Citi from 166 11/09/2021 06:26:09 AM  $VLDR d/g NEUTRAL @ Citi pt 8 from 17 11/09/2021 06:28:02 AM  $FSR pt 32 @ CS
2021-11-09 12:08:36+00:00,$SJM Guggenheim analyst Laurent Grandet upgrades JM Smucker from Neutral to Buy and raises the price target from $136 to $146.
2021-11-09 12:19:15+00:00,"$SJM Guggenheim Upgrades JM Smucker to Buy, Raises Price Target to $146"
2021-11-09 14:12:17+00:00,Upgrades 11/9: $AMTB $AQB $BEKE $BT $CNK $COTY $DCP $EFTR $FATE $FIVN $NEWR $PSEC $RDS/A $REAL $SJM $TEL $TGLS $VFF $VGR $VLPNY $VMC  . Downgrades 11/9: $CNDT $CURLF $EHTH $GOCO $HST $LFST $LTHM $MCFE $MWA $NSSC $NUE $NVRO $ODFL $OYST $PMT $SDC $SFL $TPIC $VLDR $VSAT $ZIXI
2021-11-09 15:00:02+00:00,"Unusually heavy option volume on today's open include $PH, $SJM, $HST, $AWK, and $GE."
2021-11-09 15:00:08+00:00,Early notable gainers among liquid option names on November 9th $GE $DHI $GPS $SJM $LEN
2021-11-09 15:02:49+00:00,UNUSUALLY HEAVY OPTION VOLUME TODAY:  PARKER-HANIFAN $PH J.M SMUCKER $SJM HOST HOTELS $HST AMERICAN WATER WORKS $AWK GENERAL ELECTRIC $GE
2021-11-09 15:09:10+00:00,"Fisker initiation, SmileDirectClub downgrade among top calls on Wall Street $FSR $SDC $SJM $CNK $REAL"
2021-11-09 16:55:35+00:00,2021-11-09 16:55:35.808250| 🚀 TradingBot9000 likes $SJM | BUY_TO_OPEN | SJM_111921C130 🚀
2021-11-09 17:11:15+00:00,$SJM stock has strength enough to go against the market.
2021-11-09 17:13:42+00:00,$SJM 135c 11/19 @ 0.45 DAYTRADE  with @moneymotive888 (My stop loss is .35)
2021-11-09 18:45:38+00:00,"$FATE Citigroup Upgrades Fate Therapeutics to Buy, Lowers Price Target to $87 $SJM Guggenheim Upgrades JM Smucker to Buy, Raises Price Target to $146 $FBP Wells Fargo Initiates Coverage On First BanCorp with Overweight Rating, Announces Price Target of $16"
2021-11-09 19:51:27+00:00,"Bear Forecasts November 09, 2021 11:46:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MCMJ : -0.10 $EVBG : -1.47 $BIG : 0.97 $CVNA : 0.78 $PAGS : -0.61 $BBWI : 0.55 $SJM : -0.13 $CAR : -11.74 $POSH : 1.16 $PH : 0.56"
2021-11-09 21:07:18+00:00,"Bear Forecasts November 09, 2021 13:02:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $SJM : 0.04 $BIG : 0.17 $CVNA : 0.93 $AWK : 0.24 $CMG : 0.49 $WGO : -0.82 $NKE : 1.41 $SEAH : 4.39 $APPS : -1.61 $CHGG : -1.49"
2021-11-09 21:31:05+00:00,$SJM J M Smucker Co saw an increase of +2.80% today!
2021-11-10 03:41:52+00:00,"$SJM WARNING: IGNORE ALL NOV 9TH ""IN THE MONEY"" CALL ACTION IN THIS NAME-EX DIV 2MORO"
2021-11-10 14:32:23+00:00,"Unusual call buying: $MPLX 36x average volume, $RDS 29x, $VGK 27x, $RDS 25x, $SJM 24x, $XOM 22x, $ETN 21x, $BP 13x"
2021-11-18 16:15:06+00:00,"First out// $SJM: The J.M. Smucker Co. to Accelerate Smucker&amp;#39;s Uncrustables Growth Through Investment in New Manufacturing Facility in McCalla,"
2021-11-18 16:15:37+00:00,"THE J.M. SMUCKER TO ACCELERATE SMUCKER'S® UNCRUSTABLES® GROWTH THROUGH INVESTMENT IN NEW MANUFACTURING FACILITY IN MCCALLA, ALABAMA $SJM"
2021-11-18 16:19:59+00:00,J.M. Smucker to invest $1.1B in Uncrustables manufacturing facility $SJM
2021-11-19 05:57:18+00:00,$SJM J.M. Smucker (SJM) to invest $1.1 bln in new manufacturing facility in Alabama dedicated to Uncrustables production
2021-11-19 17:57:04+00:00,Short trading week ahead due to Thanksgiving. Gobble gobble gobble! But keep eye on earnings from $A $URBN $ZM $BBY $ADI $MDT $DLTR $DKS $SJM $AEO $ANF $DELL $HPQ $GPS $JWN $VMW $ADSK $GES $DE $PDD. 🦃
2021-11-19 19:27:47+00:00,$SJM 140c 12/17 @ 0.30-0.35 SWING TRADE / DAY
2021-11-19 19:31:13+00:00,Early look at the largest stocks that report earnings next week Medtronic $MDT Deere $DE Analog Devices $ADI Zoom $ZM AutoDesk $ADSK Agilent $A $DELL XPeng $CPEV HP $HPQ Keysight $KEYS Dollar Tree $DLTR Jacobs $J Burlington $BURL Huazhu $HTHT Kanzhun $BZ JM Smucker $SJM $DKS
2021-11-19 20:43:04+00:00,"Bear Forecasts November 19, 2021 12:38:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $TRUP : 5.65 $UYG : -0.15 $CRSR : 0.61 $AVYA : -0.48 $DRI : -1.25 $PVH : -0.28 $EAT : -2.48 $DLO : -1.99 $SJM : -0.78 $BMTX : -8.22"
2021-11-19 21:16:12+00:00,"Bear Forecasts November 19, 2021 13:11:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MCO : -0.80 $AVYA : -1.48 $AUPH : -2.01 $AGC : 1.65 $ZEN : 0.44 $FOUR : -5.90 $XPO : 3.61 $SJM : -0.93 $PRU : -0.56 $SI : 8.42"
2021-11-22 13:41:18+00:00,Top Earnings Mon 11/22 Aft: $ADMP $AFYA $A $AESE $ARWR $BBIG $CANG $CENT $ELYS $ENTA $GNSS $KEYS $RMAX $TUYA $URBN $ZM . Top Earnings Tu 11/23 Pre: $AEO $ANF $AMWD $ADI $JG $BBY $BQ $BURL $ROAD $CBRL $DKS $DLTR $DY $ESLT $GENI $SJM $JACK $J $MDT $MOV $OGI $QIWI $TITN $XPEV
2021-11-22 16:00:04+00:00,Tomorrows top estimated earners: $NOAH : 2.95 $DELL : 2.18 $SJM : 2.04 $DKS : 1.95 $BBY : 1.89
2021-11-22 17:20:58+00:00,#WallStreet 🇺🇸 Tuesday morning #earnings: $DKS $BBY $XPEV $DLTR $AEO $ANF $BURL $MDT $ADI $OGI $CBRL $JACK $GENI $ROAD $SJM $TITN $AMWD $J $MOV $QIWI $BQ $DY $CNF $BZ $ESLT $HEPS
2021-11-22 23:33:13+00:00,Largest stocks that report earnings tomorrow Medtronic $MDT Analog Devices $ADI Autodesk $ADSK VMWare $VMW $DELL XPeng $XPEV HP $HPQ Best Buy $BBY Dollar Tree $DLTR Jacobs $J Burlington $BURL Kanzhun $BZ JM Smucker $SJM Dick's $DKS Gap $GPS Anaplan $PLAN Pure Stage $PSTG $NTNX
2021-11-23 08:50:44+00:00,Paul Torres-Cohen $SJM
2021-11-23 12:23:39+00:00,$SJM: EPS Beat by 38c Rev Beat -- raises FY22 Guidance
2021-11-23 13:02:01+00:00,"$SJM JM Smucker Q2 EPS $2.43 Beats $2.04 Est., Sales $2.05B Beat $1.95B Est.;  Raises FY22 Adj. EPS Guidance From $8.25-$8.65 To $8.35-$8.75 vs $8.41 Est."
2021-11-23 13:52:45+00:00,"Futures flat, Europe down, Asia mixed. $ZM beat &amp; raise. $DKS, $BBY beat &amp; raise. $URBN, $ANF, $AEO beat. $MOV beat &amp; raise. $DLTR in-line. $CBRL miss. $JACK mixed. $MDT mixed. $AMWD miss. $GNSS in-line. $IBEX miss. $A beat, guide in-line. $KEYS beat, guides in-line. $SJM beat."
2021-11-23 14:33:49+00:00,FADE the GAP:   $SJM
2021-11-23 15:01:00+00:00,Best performing large cap stocks in today's early trading XPeng $XPEV Western Digital $WDC Dollar Tree $DLTR Sasol $SSL Lucid $LCID $APA Devon $DVN LI Auto $LI $CRH On Holding $ONON Continental $CLR Occidental $OXY Diamondback $FANG Cameco $CCJ JM Smucker $SJM Burlington $BURL
2021-11-23 16:15:02+00:00,"Notable gainers among liquid option names this morning include $DLTR (+5.7%), $WDC (+5.6%), $SJM (+5.5%), $OXY (+4.9%), and $HES (+3.9%),"
2021-11-23 17:10:25+00:00,Look at smucker's today $SJM Pay attention. No posn.
2021-11-23 18:52:22+00:00,#WallStreet 🇺🇸 Bigger-than-usual #earnings moves today from: $GENI $ANF $BBY $ENTA $QIWI $A $CBRL $BURL $ZM $SJM $DY $ROAD
2021-11-23 19:30:19+00:00,$SJM 155c 1/21/22 @ 0.33 swing/day Taking it wit @moneymotive888
