time,rawContent
2021-07-19 20:46:09+00:00,Travel #stocks  were hit hard amid fears that #COVID19  variants will fuel another global econ slump.  Mon. losers: Carnival $CCL -5.7% Hyatt $H -4.6 RoyalCarib $RCL -4.0 $JETS airline ETF -3.8 Avis $CAR -3.6 $LYFT -3.2 Marriott $MAR -3.1 Hilton $HLT -2.3 $SPX S&amp;P 500 -1.6
2021-07-20 17:35:09+00:00,Want to see a build day tomorrow for travel names that have some big resistance above. $MAR $EXPE $HLT $JETS
2021-07-21 14:10:55+00:00,$MAR $HLT $EXPE $JETS all just rolling early here as people get religion.
2021-07-21 14:35:35+00:00,"So far, the high volume Monday sell-off has been negated. While there was some damge done in some sectors the money has flowed back into the weak areas. Travel and leisure acting well $RCL $CCL $MAR $HLT. Energy stocks $XOP $XLE catching a bid along with financials $XLF $JPM."
2021-07-21 18:08:46+00:00,"Bear Forecasts July 21, 2021 11:04:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $NAIL : 1.86 $EFX : 0.46 $DGX : -0.78 $URI : 0.74 $U : 2.73 $CPNG : 0.51 $TREE : 1.30 $TLT : -0.08 $MGNI : 4.06 $HLT : 2.41"
2021-07-21 18:32:44+00:00,"Bear Forecasts July 21, 2021 11:28:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $URI : 0.60 $FLGT : 2.16 $ZG : 2.06 $NAIL : 1.96 $HLT : 2.48 $URBN : 0.77 $LULU : -0.47 $ROK : -0.05 $TWST : 0.98 $SPG : 0.42"
2021-07-21 18:38:48+00:00,"Bear Forecasts July 21, 2021 11:34:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $FLGT : 1.79 $ZG : 2.00 $LULU : -0.53 $HLT : 2.37 $SI : 4.77 $ROK : -0.04 $TWST : 1.03 $CPNG : 0.86 $MOXC : 0.13 $ACN : 0.29"
2021-07-22 16:56:11+00:00,$DVN: Piper Sandler raises price target to $37 from $34 $HLT: Baird raises target price to $130 from $129
2021-07-22 20:20:43+00:00,$HLT Bearish Harami Daily appearances since 2013: 8 Close 5 days later ±: Avg: -0.14 SD: 2.87 Worst: -6.40 Best: 3.64 10 days later: Avg: -1.15 SD: 3.62 Worst: -7.16 Best: 1.58 30 days later: Avg: -2.30 SD: 4.11 Worst: -9.62 Best: 3.31
2021-07-23 11:47:00+00:00,"Amex corporate card spend -8% vs 2019, led by large corporates, whose spend is still massive -51%. Driven by 61% fall in travel/entertainment, mainly hotels/airlines. But restaurants now only -10% &amp; SME spend up $AXP $MAR $HLT $IWM"
2021-07-23 18:00:35+00:00,1200 $HLT AUG2021 $125 Cs trade 4.4 Earnings Jul 29th
2021-07-23 18:03:47+00:00,$HLT unusual call sweep 562 Aug(20) 125 calls opened for $4.92. $276K premium. 511 OI
2021-07-23 18:11:35+00:00,$HLT 1200 sweeps for $125c Aug. 20
2021-07-26 19:28:32+00:00,$MAR big day. Downtrend break into $HLT report with 2200 140C still in OI for this week
2021-07-26 20:20:42+00:00,$HLT Rising Price and Volume Daily appearances since 2013: 88 Close 5 days later ±: Avg: 0.36 SD: 2.85 Worst: -8.49 Best: 10.66 10 days later: Avg: -0.23 SD: 5.10 Worst: -25.10 Best: 10.64 30 days later: Avg: -0.56 SD: 8.41 Worst: -40.69 Best: 11.61
2021-07-27 02:17:08+00:00,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $AMAT $BBY $BX $DLTR $EA $ESGU $HLT $HRC $IBM $IFF $ITOT $IYW $MAR $MMC $PAYX $PII $QUAL $SBUX $SPXL $SSO $TIP $TQQQ $TRU $UPRO $WM $WMT $XYL $YUM"
2021-07-27 20:50:42+00:00,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $AKAM $AN $BX $CNI $DGX $DRI $DTE $DUK $ETR $EW $FISV $HLT $IFF $IYR $LQD $MAR $MBB $MDT $PAYX $PG $PKG $PLD $SAVA $TRU $TXRH $VNQ $VTV $WCN $WM $WMT $YUM"
2021-07-28 00:32:57+00:00,♥️Hope&amp;Love Token ($HLT)♥️ ❤️ LP LOCKED ❤️ RENOUCED OWNERSHIP ❤️ WEBSITE ❤️ TWITTER Tokenomics: 2% $HLT redistribution to all holder 3% $HLT marketing plans 5% added liquidity every buyCA 0xa7bc5364ea57ef6e73946375886fdce652b7ac54 Please support us guys🚀
2021-07-28 19:22:10+00:00,162 companies reporting earnings tomorrow morning.  I'm watching: $ABEV $AZN $BUD $CMCSA $HLT $HSY $ISE $KDP $MA $MRK $NOC $OSTK $SNY $SO $VLO $YUM
2021-07-28 21:16:48+00:00,"Tomrrow’s #watchlist for #NYSE, #NASDAQ between $100 and $150: $ABBV $ABNB $BX $BXP $DDOG $ENTG $EW $HLT $LQD $MAR $MBB $MDT $NET $SPLK $TEL $TIP $TRU $VCLT $XLNX $XLV"
2021-07-29 10:08:12+00:00,$HLT SEC Filing: 8-K Earnings - Hilton Worldwide Holdings Inc. (0001585689) July 29   undefined
2021-07-29 11:33:59+00:00,Wall Street - U.S.A. Markets - Better Valuation for $BRK.A $BRK.B $JPM $GS $MS $FB $AAPL $AMZN $NFLX $GOOGL $MSFT $TSLA $CMCSA $T $TMUS $MA $WWE $AFL $BUB $HLT $FTNT $GILD $AZN $DXCM $CFR $CARR $TMHC $MRK $TWLO $HSY $MO $PINS @SquawkCNBC @SquawkStreet @PowerLunch @CNBCClosingBell
2021-07-29 14:34:29+00:00,$HLT all time
2021-07-29 14:39:37+00:00,".@Hilton's most recent systemwide occupancy in the U.S. was 74%. ""What does that say to you? That’s not leisiure,"" Nassetta says. ""Mid-week occupancies at that level are definitely reflective of business travel."" Nassetta notably thinks business will come back before group. $HLT"
2021-07-29 14:52:17+00:00,".@Hilton CEO hesitant to say there's a victory in hotels able to maintain rate integrity through crisis: ""George W. Bush declared victory on an aircraft carrier, and it didn't work out too well for him."" $HLT"
2021-07-29 15:02:12+00:00,$HLT is breaking out above $132.69 with positive earnings and a target of $150.68.
2021-07-29 15:08:53+00:00,".@Hilton's CEO Chris Nassetta ends Q2 earnings call noting the company isn't ""oblivious to the risks out there"" like the Delta variant, but the company thinks they're ""reasonably manageable."" $HLT"
2021-07-29 15:20:17+00:00,"what is the $HLT move tellling us: Looking ahead, Hilton expects continued strength in leisure demand and further upticks in business travel to drive continued resurgence in the back half of the year. The hotel operator sees full year net unit growth of between 5.0% and 5.5%"
2021-07-29 16:21:50+00:00,"63 S&amp;P 500 RECORD HIGHS so far today, incl: Comcast $CMCSA (parent co of @cnbc) Chipotle Mexican Grill $CMG Darden Restaurants $DRI Hilton $HLT Dollar General $DG $EBAY Garmin $GRMN Nike $NKE $YUM Brands Estee Lauder $EL Advanced Micro Devices $AMD ServiceNow $NOW Eaton $ETN etc"
2021-07-29 17:14:32+00:00,"$hlt $jblu $mar I don't believe for one second this run up is worth buying. If you pay attention and remove the noise, masks are being reinstated, delta is becoming bigger problem. We are not reopening the way travel and leisure is saying. I'm on the side lines on these."
2021-07-29 20:03:45+00:00,$HLT up on good earnings and demand yet $HOT.UN (American Hotel Income Corp ) is down... wtf. #InefficientMarket #RecoveryTrade #CanadianSmallCaps #HotelTrade #LiesureInvestments
2021-07-29 20:20:44+00:00,$HLT Major Breakout Daily appearances since 2013: 36 Close 5 days later ±: Avg: -0.39 SD: 2.34 Worst: -9.62 Best: 3.80 10 days later: Avg: 0.35 SD: 2.94 Worst: -10.23 Best: 5.45 30 days later: Avg: -2.03 SD: 7.91 Worst: -23.37 Best: 6.70
2021-07-29 21:45:30+00:00,Hilton Worldwide Holdings Inc. $HLT held an earnings call on 7/29/2021. Here are the highlights:
2021-07-30 12:31:52+00:00,$HLT Raymond James analyst William Crow maintains Hilton Worldwide Holdings with a Outperform and raises the price target from $135 to $148.
2021-07-30 14:25:37+00:00,$HLT Deutsche Bank analyst Carlo Santarelli maintains Hilton Worldwide Holdings with a Hold and raises the price target from $113 to $126.
2021-07-30 20:20:43+00:00,$HLT Bearish Harami Daily appearances since 2013: 9 Close 5 days later ±: Avg: 1.13 SD: 4.66 Worst: -6.40 Best: 11.29 10 days later: Avg: -1.15 SD: 3.62 Worst: -7.16 Best: 1.58 30 days later: Avg: -2.30 SD: 4.11 Worst: -9.62 Best: 3.31
2021-07-31 12:58:16+00:00,Congrats to the last person I told  it was the love of my life… because no body is hearing that $hLt ever again
2021-08-02 04:28:45+00:00,"WL Masks: $APT $AHPI $ITP $NBY Covid: $ADMP $TLSA $WTRH $GOVX Other: $UAMY $SBET $AGRI Mid/Large Cap: $DASH $ROKU $BABA $MRNA $FUBO $TSLA BTC stocks short depending on o/n trend? Might look at ""lockdown"" puts for $UAL $DAL $MAR $HLT and others depending on news"
2021-08-02 13:37:09+00:00,$HLT Argus Research analyst John Staszak maintains Hilton Worldwide Holdings with a Buy and raises the price target from $145 to $154.
2021-08-02 19:01:34+00:00,"Bear Forecasts August 02, 2021 11:57:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $AFRM : 13.17 $HSY : -0.66 $SNPS : 0.12 $SEDG : 1.26 $FUBO : 2.53 $FANG : 0.88 $WAT : 0.97 $OLED : -1.97 $XLNX : -0.35 $HLT : -2.88"
2021-08-02 21:31:01+00:00,$HLT Hilton Worldwide Holdings Inc is falling fast! It's down -2.72% today!
2021-08-03 18:51:21+00:00,"I can honestly say, trading is much more fun when you see the whole squad pile into a trade and it works out instantly.  Whether they closed the position or not, I'm proud of our team and all the members that followed that $HLT  Awesome job guys and gals!!!"
2021-08-03 20:20:44+00:00,$HLT Lower Prices Higher Volume Daily appearances since 2013: 69 Close 5 days later ±: Avg: 0.33 SD: 4.01 Worst: -7.56 Best: 15.57 10 days later: Avg: -0.08 SD: 6.08 Worst: -19.11 Best: 17.76 30 days later: Avg: -0.30 SD: 10.37 Worst: -40.22 Best: 19.03
2021-08-03 20:20:45+00:00,$HLT Three Black Crows Daily appearances since 2013: 18 Close 5 days later ±: Avg: 1.45 SD: 2.16 Worst: -2.31 Best: 7.44 10 days later: Avg: 1.81 SD: 3.18 Worst: -3.72 Best: 6.99 30 days later: Avg: 4.05 SD: 4.72 Worst: -2.52 Best: 12.36
2021-08-04 13:46:32+00:00,Tried $HLT 120p this morning couldn't get filled and its up 40% already sad
2021-08-05 15:30:26+00:00,$AAL $BA $ABNB $HLT  What happened to that Delta plus thing?
2021-08-05 18:18:22+00:00,"$IPO great week here , just $LAW I $NAIL that down $DIS today, going to see if $HLT let me stay longer"
2021-08-05 20:18:55+00:00,"Bear Forecasts August 05, 2021 13:14:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $MNST : -0.39 $CMG : -1.18 $BRZU : -3.01 $CRSP : 6.11 $CPNG : 2.27 $SPXL : 0.97 $IYT : 1.13 $HLT : 0.93 $DOCU : 1.54 $FB : 1.45"
2021-08-06 12:55:48+00:00,Diamonds in the rough... $BILL $INTU $BLFS $AMSWA $COR $CND $MCD $SEM $PMT $HLT $AUDC $HCIC $LANC $FOUR $BMRN $RCI $FPAC $NTCT $VCEL $AKAM Good talk...see you out there.  #stonks #stocks #stockmarket
2021-08-09 05:08:09+00:00,"If you talk $hlt behind my back. Say it to my face pu$$y, fuk eyeso community yall mad toxic."
2021-08-09 17:06:09+00:00,Time to go opposite of what I did 3/2020 with current covid numbers on the rise yet again... Another shut down is imminent. $SIX $EXPE $NCLH $CCL $RCL $DIS $MGM $CZR $H $HLT $BKNG $TNL
2021-08-10 18:42:53+00:00,Add hotels to the mix of things they stepping on today  Nice bets in $HLT and $MAR OCT calls
2021-08-11 08:56:26+00:00,$SHO is this a good stock? Anybody? Hello? $AHT $HLT $MAR $H
2021-08-11 17:47:41+00:00,"Bear Forecasts August 11, 2021 10:43:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $HLT : 0.06 $EXAS : -2.38 $IYT : 0.26 $PTRA : -3.65 $PCAR : 2.87 $PUBM : -2.01 $WSM : 0.59 $MVST : -5.83 $PSX : 0.24 $IAC : -2.12"
2021-08-11 17:53:27+00:00,"Bear Forecasts August 11, 2021 10:49:00 PDT 🐻🐻🐻🐻🐻 ticker : log change intraday $IIVI : 0.29 $MCFE : 5.39 $SM : 1.30 $CAR : 0.69 $HLT : 0.03 $IYT : 0.26 $PCAR : 3.01 $WSM : 0.47 $PTRA : -3.38 $EXAS : -2.42"
2021-08-13 14:18:31+00:00,"Wells Fargo Maintains Overweight on Airbnb, Raises Price Target to $210. $ABNB $MAR $HLT $HLT $DASH $AMC $WISH $SOFI"
2021-08-13 17:51:17+00:00,"Soros Capital buys Amazon, exits Netflix in Q2 $AMZN $MSFT $GOOG $GOOGL $TWTR $GDDY $FCX $MAR $NFLX $HLT $TME $PACK $FISV $SE $AMAT $TGT $MU $TMUS $BKNG $LRCX $FNF"
2021-08-13 18:05:04+00:00,"Soros Capital buys Amazon, exits Netflix in Q2 $AMZN $MSFT $GOOG $GOOGL $TWTR $GDDY $FCX $MAR $NFLX $HLT $TME $PACK $FISV $SE $AMAT $TGT $MU $TMUS $BKNG $LRCX $FNF"
2021-08-13 20:20:55+00:00,$HLT Lower Prices Lower Volume Daily appearances since 2013: 30 Close 5 days later ±: Avg: 0.87 SD: 2.83 Worst: -2.95 Best: 8.49 10 days later: Avg: 0.33 SD: 6.18 Worst: -26.09 Best: 10.34 30 days later: Avg: 2.00 SD: 7.79 Worst: -23.85 Best: 15.55
2021-08-16 18:06:09+00:00,Hilton call volume above normal and directionally bullish $HLT
2021-08-16 19:26:12+00:00,"Hyatt deal for Apple Vacations gives them quick addition of 100 hotels in key vacation destinations like the Riviera Maya, Bahamas and Dominican Republic. $H $MAR $HLT $PLYA"
2021-08-16 20:46:34+00:00,"Pershing Square boosts Domino's, cuts Lowe's in Q2 $DPZ $LOW $QSR $HLT $A $CMG"
2021-08-17 23:13:29+00:00,"HLT (Hilton Worldwide Holdings Inc.) 🚨 #Insider #stock alert! 💰 #Sale on 2021-08-16 - $HLT 🇺🇸: SCHUYLER MATTHEW W, total amount $364.267. Float 273.00M shares"
2021-08-18 18:02:47+00:00,Some of the largest stocks that hit new 1 Month Lows at some point today Alibaba $BABA Toyota $TM $RIO Target $TGT Estee Lauder $EL Zoom $ZM Conoco $COP $CME Twitter $TWTR Newmont $NEM Bradesco $BBD Palo Alto $PANW Pinterest $PINS Barrick $GOLD Hilton $HLT $LVS Skyworks $SWKS
2021-08-18 20:20:42+00:00,$HLT Lower Prices Higher Volume Daily appearances since 2013: 70 Close 5 days later ±: Avg: 0.33 SD: 3.99 Worst: -7.56 Best: 15.57 10 days later: Avg: -0.17 SD: 6.07 Worst: -19.11 Best: 17.76 30 days later: Avg: -0.30 SD: 10.29 Worst: -40.22 Best: 19.03
2021-08-19 19:45:05+00:00,"Call/Put Highest % Volume Changes: Calls: $REI, $TPR, $UNIT, $CPE, $WM Puts: $HLT, $GOEV, $M, $TSP, $VLDR"
2021-08-19 20:20:43+00:00,$HLT Piercing Line Daily appearances since 2013: 30 Close 5 days later ±: Avg: 0.31 SD: 2.85 Worst: -8.64 Best: 5.71 10 days later: Avg: -0.56 SD: 3.82 Worst: -12.49 Best: 5.31 30 days later: Avg: -0.21 SD: 10.41 Worst: -41.98 Best: 15.73
2021-08-20 13:50:11+00:00,"$HLT $110.00 Aug 20 2021 PUT ⬇️🌊 Underlying: $118.22 % Difference: 7.48% Daily $ Volume: $67,740 Volume: 9,032 OI: 466 IV: 60.80% Bid/Ask: $0.05/$0.10"
2021-08-20 14:51:38+00:00,"15,000 $HLT nov calls trading here by gawd! big player looking for a travel rebound"
